"ISO3","CountryName","WorldRMSE","WorldVars","ContRMSE","ContVars","RegRMSE","RegVars","Region1","Continent"
"CRI","Costa Rica",0.7459,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.4791,"SPRURTOTLZS, SPADOTFRT, SGLAWNODCHR, SPPOP3539FE5Y, SPPOP1564FEZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP7074MA5Y, SPPOP5054MA5Y, SLFAMWORKMAZS, NVAGRTOTLZS, FIRESXGLDCD, SHSTAOB18MAZS, EGELCACCSURZS, NEDABDEFLZS",0.9841,"SHHTNTRETZS, SPADOTFRT, AGLNDFRSTZS, SGPENSXHREM, SPDYNLE00FEIN, SPDYNLE00IN, SHDYNMORT, SHDYN0509, SPPOP1014MA5Y, SPPOP1564FEZS, SPPOP0509MA5Y, SPPOP4044MA5Y, SPPOP80UPFE5Y, SPPOP4044FE5Y, SPPOP6064MA5Y, SPPOP5559MA, SPPOPAG03MAIN, SPPOP7074FE5Y, ITCELSETS, NYGDPMKTPKN, SHIMMIDPT, TMVALMRCHR1ZS, NECONTOTLCD, SLEMPVULNZS, SLEMPWORKFEZS, SLEMPSELFFEZS, NEGDIFTOTZS, AGCONFERTZS, NVAGREMPLKD, NYEXPCAPMKN, BMKLTDINVWDGDZS, NVINDMANFCN, BXGSRINSFZS","Central America","North America"
"CYP","Cyprus",2.0297,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",9.7579,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",26.6267,"SHHTNTRETFEZS, AGLNDFRSTZS, ENPOPDNST, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1564FEZS, SPPOP1564MAZS, SPPOP1564TOZS, SPPOP3539MA5Y, SPPOP6569FE5Y, SPPOP4549MA5Y, SPPOP5559FE, SPDYNAMRTFE, NYGDPMKTPKDZG, NYGDPPCAPKDZG, TGVALTOTLGDZS, AGSRFTOTLK2, SLEMPMPYRFEZS, TXVALMRCHR5ZS, BNGSRFCTYCD, NVINDMANFZS, FMASTDOMSCN, NEGDIFTOTKDZG, FIRESTOTLCD, NYADJICTRGNZS, NYGNSICTRGNZS, SEENRPRIMFMZS","Western Asia","Asia"
"CZE","Czech Republic",1.2245,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.4537,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",2.102,"SHHTNTRETMAZS, SHHTNTRETZS, SHDYNMORTMA, SPPOP2529FE5Y, SPDYNIMRTIN, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP6569MA5Y, SPPOP7074MA5Y, SPPOP4044FE5Y, SPPOPAG03MAIN, ITCELSETSP2, NYGDPDEFLZS, TXVALMRCHRSZS, NEGDITOTLCN, TMVALMRCHRSZS, NYADJDNGYGNZS, NERSBGNFSCD, SLINDEMPLZS, SLINDEMPLMAZS, SLAGREMPLMAZS, SLAGREMPLZS, NECONTOTLZS, EGFECRNEWZS, NYGSRNFCYCN, ENATMCO2EKDGD, TMVALMRCHXDWD, BXGSRFCTYCD, NVAGREMPLKD, NVINDTOTLKDZG, BNKLTPTXLCD, NVINDEMPLKD, ISAIRPSGR","Eastern Europe","Europe"
"DEU","Germany",1.8385,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.4783,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",0.8074,"SHHTNPREVMAZS, SLTLFACTI1524MAZS, SPDYNIMRTFEIN, SPPOP3034MA5Y, SPPOP0509MA5Y, SPPOP5559MA5Y, SPPOP5559FE, NECONPRVTCN, NVSRVTOTLZS, SMPOPREFGOR, NEEXPGNFSKDZG, BMGSRTRANZS, ENATMGHGOKTCE, NYGDPFCSTCD, SEENRPRIMFMZS","Western Europe","Europe"
"DNK","Denmark",1.5335,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.3371,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",1.4085,"SPADOTFRT, AGLNDFRSTK2, NYADJAEDUGNZS, SHDYN2024, SHDTHMORT, SHDTHMORTFE, SPPOP1014MA5Y, SPPOP2024FE5Y, SPPOPAG01MAIN, SPPOPAG04FEIN, ITCELSETSP2, SLEMPWORKMAZS, SLUEMTOTLMAZS, AGLNDARBLHAPC, AGLNDAGRIZS, NVAGRTOTLCD, MSMILTOTLP1, AGCONFERTZS, TXVALMRCHXDWD, TMVALMRCHXDWD, SMPOPREFGOR, TMVALOTHRZSWT, BXGSRTRVLZS, TXVALTRVLZSWT, NVINDMANFKD, ENATMCO2ELFZS","Northern Europe","Europe"
"DOM","Dominican Republic",0.5673,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.7228,"SPRURTOTLZS, SPADOTFRT, SGLAWNODCHR, SPPOP3539FE5Y, SPPOP1564FEZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP7074MA5Y, SPPOP5054MA5Y, SLFAMWORKMAZS, NVAGRTOTLZS, FIRESXGLDCD, SHSTAOB18MAZS, EGELCACCSURZS, NEDABDEFLZS",0.3285,"SHHTNTRETMAZS, SPDYNIMRTIN, SPDYNLE00FEIN, SPDYNLE00MAIN, SPPOP1519FE5Y, SPPOP1519MA5Y, SPPOP4044MA5Y, SLAGREMPLMAZS, NYTTFGNFSKN, BXGSRCMCPZS, TXVALTRANZSWT, SHSTAOB18FEZS","Caribbean","North America"
"DZA","Algeria",1.3413,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",2.0903,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",1.3764,"SPPOPDPND, SPPOPGROW, SHHTNTRETMAZS, SPDYNTO65FEZS, SLTLFCACTFEZS, SLTLFCACTFMZS, SLTLFCACTZS, AGLNDFRSTK2, SPDYNLE00FEIN, SPPOP1519FE5Y, SPPOP80UPMA5Y, SPPOP80UPFE5Y, SPPOP5559FE5Y, NYGDPMINRRTZS, TXVALMRCHORZS, ENATMNOXEEGKTCE, EGFECRNEWZS, AGLNDARBLZS, NVAGRTOTLCD, NEGDISTKBCN, NYTRFNCTRCN, NVAGREMPLKD, NEIMPGNFSKDZG, BXGSRCMCPZS, BMGSRTRANZS","Northern Africa","Africa"
"ECU","Ecuador",0.8778,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.276,"SPADOTFRT, SPDYNIMRTFEIN, SPPOP4549FE5Y, SPPOPAG05FEIN, PANUSATLS, NYGDPFRSTRTZS, FPCPITOTL, PANUSPRVTPP, ERFSHAQUAMT, SMPOPREFG, NVINDEMPLKD, NVSRVEMPLKD",1.33,"SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGLAWINDX, IMMIGRATION, SPDYNLE00IN, SPPOP3539FE5Y, SPPOP1014MA5Y, SPPOP0509FE5Y, SPPOP3539MA5Y, SPPOP2024MA5Y, SPPOP4549MA5Y, NYGDPMINRRTZS, SPDYNAMRTFE, NYGDPPCAPKDZG, NYADJDKAPGNZS, NEIMPGNFSZS, ENATMCO2EPC, NYGSRNFCYCD, NVAGRTOTLZS, NVINDTOTLZS, NVAGRTOTLKD, PANUSPRVTPP, NVSRVTOTLCN, BMKLTDINVWDGDZS, NVINDMANFZS, BMGSRCMCPZS, SHSTAOB18FEZS, SHSTAOB18MAZS, NVINDMANFKN, NYADJNNATCD, EGELCACCSURZS","South America","South America"
"EGY","Egypt, Arab Rep.",0.7933,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",3.245,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",1.7381,"SPPOPDPND, SPPOPGROW, SHHTNTRETMAZS, SPDYNTO65FEZS, SLTLFCACTFEZS, SLTLFCACTFMZS, SLTLFCACTZS, AGLNDFRSTK2, SPDYNLE00FEIN, SPPOP1519FE5Y, SPPOP80UPMA5Y, SPPOP80UPFE5Y, SPPOP5559FE5Y, NYGDPMINRRTZS, TXVALMRCHORZS, ENATMNOXEEGKTCE, EGFECRNEWZS, AGLNDARBLZS, NVAGRTOTLCD, NEGDISTKBCN, NYTRFNCTRCN, NVAGREMPLKD, NEIMPGNFSKDZG, BXGSRCMCPZS, BMGSRTRANZS","Northern Africa","Africa"
"ESP","Spain",1.7495,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.4966,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",0.6712,"SHHTNPREVZS, ENPOPDNST, SHDYNNMRT, SHDYNMORT, SHDTHNMRT, SPPOP1564MAZS, NYGDPPCAPKD, NYGDPPCAPPPCD, NYADJDKAPGNZS, SLEMP1524SPZS, ERFSHCAPTMT, AGLNDAGRIZS, TXVALMRCHXDWD, NVMNFTECHZSUN, SMPOPREFGOR, NEGDIFTOTKN, NYGDYTOTLKN, BMGSRCMCPZS, FMASTDOMSCN, NVINDEMPLKD, ENATMCO2ELFZS, SEENRPRIMFMZS","Southern Europe","Europe"
"EST","Estonia",1.0244,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.5762,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",1.9979,"SPADOTFRT, AGLNDFRSTK2, NYADJAEDUGNZS, SHDYN2024, SHDTHMORT, SHDTHMORTFE, SPPOP1014MA5Y, SPPOP2024FE5Y, SPPOPAG01MAIN, SPPOPAG04FEIN, ITCELSETSP2, SLEMPWORKMAZS, SLUEMTOTLMAZS, AGLNDARBLHAPC, AGLNDAGRIZS, NVAGRTOTLCD, MSMILTOTLP1, AGCONFERTZS, TXVALMRCHXDWD, TMVALMRCHXDWD, SMPOPREFGOR, TMVALOTHRZSWT, BXGSRTRVLZS, TXVALTRVLZSWT, NVINDMANFKD, ENATMCO2ELFZS","Northern Europe","Europe"
"ETH","Ethiopia",3.0134,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",4.5743,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",5.6017,"SPADOTFRT, SGLAWOBHBMRNO, SPDYNLE00FEIN, SPDYNLE00MAIN, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP80UPMA5Y, SPPOP4549FE5Y, SPPOP5559FE, SPPOP6064FE5Y, SPPOP5054MA5Y, SPPOP5054MA, SPPOP6064MA, ITCELSETS, ITMLTMAINP2, NYGDPPCAPPPKD, TGVALTOTLGDZS, NYGNPPCAPPPCD, SLSRVEMPLZS, SLEMPVULNMAZS, SLEMP1524SPMAZS, ENATMCO2EPC, FPCPITOTL, TMVALMRCHR6ZS, ENURBLCTYURZS, NEGDISTKBCD, ENATMCO2ELFZS","Eastern Africa","Africa"
"FIN","Finland",1.8041,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.4705,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",1.9927,"SPADOTFRT, AGLNDFRSTK2, NYADJAEDUGNZS, SHDYN2024, SHDTHMORT, SHDTHMORTFE, SPPOP1014MA5Y, SPPOP2024FE5Y, SPPOPAG01MAIN, SPPOPAG04FEIN, ITCELSETSP2, SLEMPWORKMAZS, SLUEMTOTLMAZS, AGLNDARBLHAPC, AGLNDAGRIZS, NVAGRTOTLCD, MSMILTOTLP1, AGCONFERTZS, TXVALMRCHXDWD, TMVALMRCHXDWD, SMPOPREFGOR, TMVALOTHRZSWT, BXGSRTRVLZS, TXVALTRVLZSWT, NVINDMANFKD, ENATMCO2ELFZS","Northern Europe","Europe"
